74,1288,1288,8281,名詞,固有名詞,一般,*,*,*,74,ナナジュウヨンドル,ナナジュウヨンドル
75,1288,1288,8281,名詞,固有名詞,一般,*,*,*,75,ナナジュウゴドル,ナナジュウゴドル
76,1288,1288,8281,名詞,固有名詞,一般,*,*,*,76,ナナジュウロクドル,ナナジュウロクドル
761,1288,1288,7806,名詞,固有名詞,一般,*,*,*,761,ナナヒャクロクジュウイチドル,ナナヒャクロクジュウイチドル
77,1288,1288,8281,名詞,固有名詞,一般,*,*,*,77,ナナジュウナナドル,ナナジュウナナドル
771,1288,1288,7806,名詞,固有名詞,一般,*,*,*,771,ナナヒャクナナジュウイチドル,ナナヒャクナナジュウイチドル
78,1288,1288,8281,名詞,固有名詞,一般,*,*,*,78,ナナジュウハチドル,ナナジュウハチドル
782,1288,1288,7806,名詞,固有名詞,一般,*,*,*,782,ナナヒャクハチジュウニドル,ナナヒャクハチジュウニドル
786,1288,1288,7806,名詞,固有名詞,一般,*,*,*,786,ナナヒャクハチジュウロクドル,ナナヒャクハチジュウロクドル
79,1288,1288,8281,名詞,固有名詞,一般,*,*,*,79,ナナジュウキュウドル,ナナジュウキュウドル
793,1288,1288,7806,名詞,固有名詞,一般,*,*,*,793,ナナヒャクキュウジュウサンドル,ナナヒャクキュウジュウサンドル
796,1288,1288,7806,名詞,固有名詞,一般,*,*,*,796,ナナヒャクキュウジュウロクドル,ナナヒャクキュウジュウロクドル
8,1288,1288,8142,名詞,固有名詞,一般,*,*,*,8,ハチドル,ハチドル
80,1288,1288,8281,名詞,固有名詞,一般,*,*,*,80,ハチジュウドル,ハチジュウドル
800,1288,1288,7806,名詞,固有名詞,一般,*,*,*,800,ハッピャクドル,ハッピャクドル
802,1288,1288,7806,名詞,固有名詞,一般,*,*,*,802,ハッピャクニドル,ハッピャクニドル
81,1288,1288,8281,名詞,固有名詞,一般,*,*,*,81,ハチジュウイチドル,ハチジュウイチドル
812,1288,1288,7806,名詞,固有名詞,一般,*,*,*,812,ハッピャクジュウニドル,ハッピャクジュウニドル
815,1288,1288,7806,名詞,固有名詞,一般,*,*,*,815,ハッピャクジュウゴドル,ハッピャクジュウゴドル
82,1288,1288,8281,名詞,固有名詞,一般,*,*,*,82,ハチジュウニドル,ハチジュウニドル
822,1288,1288,7806,名詞,固有名詞,一般,*,*,*,822,ハッピャクニジュウニドル,ハッピャクニジュウニドル
829,1288,1288,7806,名詞,固有名詞,一般,*,*,*,829,ハッピャクニジュウキュウドル,ハッピャクニジュウキュウドル
83,1288,1288,8281,名詞,固有名詞,一般,*,*,*,83,ハチジュウサンドル,ハチジュウサンドル
836,1288,1288,7806,名詞,固有名詞,一般,*,*,*,836,ハッピャクサンジュウロクドル,ハッピャクサンジュウロクドル
84,1288,1288,8281,名詞,固有名詞,一般,*,*,*,84,ハチジュウヨンドル,ハチジュウヨンドル
840,1288,1288,7806,名詞,固有名詞,一般,*,*,*,840,ハッピャクヨンジュウドル,ハッピャクヨンジュウドル
86,1288,1288,8281,名詞,固有名詞,一般,*,*,*,86,ハチジュウロクドル,ハチジュウロクドル
861,1288,1288,7806,名詞,固有名詞,一般,*,*,*,861,ハッピャクロクジュウイチドル,ハッピャクロクジュウイチドル
862,1288,1288,7806,名詞,固有名詞,一般,*,*,*,862,ハッピャクロクジュウニドル,ハッピャクロクジュウニドル
87,1288,1288,8281,名詞,固有名詞,一般,*,*,*,87,ハチジュウナナドル,ハチジュウナナドル
875,1288,1288,7806,名詞,固有名詞,一般,*,*,*,875,ハッピャクナナジュウゴドル,ハッピャクナナジュウゴドル
88,1288,1288,8281,名詞,固有名詞,一般,*,*,*,88,ハチジュウハチドル,ハチジュウハチドル
89,1288,1288,8281,名詞,固有名詞,一般,*,*,*,89,ハチジュウキュウドル,ハチジュウキュウドル
9,1288,1288,8142,名詞,固有名詞,一般,*,*,*,9,キュウドル,キュウドル
90,1288,1288,8281,名詞,固有名詞,一般,*,*,*,90,キュウジュウドル,キュウジュウドル
901,1288,1288,7806,名詞,固有名詞,一般,*,*,*,901,キュウヒャクイチドル,キュウヒャクイチドル
91,1288,1288,8281,名詞,固有名詞,一般,*,*,*,91,キュウジュウイチドル,キュウジュウイチドル
92,1288,1288,8281,名詞,固有名詞,一般,*,*,*,92,キュウジュウニドル,キュウジュウニドル
926,1288,1288,7806,名詞,固有名詞,一般,*,*,*,926,キュウヒャクニジュウロクドル,キュウヒャクニジュウロクドル
93,1288,1288,8281,名詞,固有名詞,一般,*,*,*,93,キュウジュウサンドル,キュウジュウサンドル
939,1288,1288,7806,名詞,固有名詞,一般,*,*,*,939,キュウヒャクサンジュウキュウドル,キュウヒャクサンジュウキュウドル
94,1288,1288,8281,名詞,固有名詞,一般,*,*,*,94,キュウジュウヨンドル,キュウジュウヨンドル
940,1288,1288,7806,名詞,固有名詞,一般,*,*,*,940,キュウヒャクヨンジュウドル,キュウヒャクヨンジュウドル
